id,ota_id,hotel_id,name,address,zip_code,city,country,latitude,longitude
820,4,8783110,Apartment Oazis 54,"\"22 ulitsa \"\"Pobeda\"\" Apt. 54",24.73871,9th Floor,"Oazis 2\"",0,0
821,2,8486684,Apartment Oldenburger Straße,"Oldenburger Str. 9, Berlin","",Berlin,Germany,52.529240000000000000,13.335940000000000000
822,1,10344868,Apartment Pozitiv Byala,"\"ул. Съединения 18 \"\"Fortuna Cape 3\"\"",+4915253210542,"apartment 1-4\"",Byala,0,42.879060000000000000
823,2,6752775,Apartment Prospekt Oktyabrya 16,"Prospekt Oktyabrya,16, Ufa","",Ufa,Russia,54.745914000000000000,55.993136000000000000
824,2,8072693,Apartment Pungg,"Schützenweg 6, Fuegen",6263,Fuegen,Austria,47.342481000000000000,11.847422000000000000
825,4,10337822,Apartment Raversijde with Seaview,"\"66 Zeelaan Gebouw \"\"Cap Blanc Nez\"\"",+32 479 55 01 30,"6de verdiep\"",Raversijde,0,51.207740000000000000
826,2,6784313,Apartment Sagrada Familia Chic,"Carrer De Mallorca 374, Barcelona","",Barcelona,Spain,41.401388000000000000,2.172568000000000000
827,2,8131982,Apartment Schönbrunn,"Schönbrunnerstraße 150/13, Vienna","",Vienna,Austria,48.186715000000000000,16.340972000000000000
828,3,10195567,Apartment Sea-front,Paseo De Cotobro 5,18690,Almuñécar,Es,36.733680000000000000,-3.705920000000000000
829,3,11367181,Apartment Sunrise,"\"ulitsa \"\"Horizont\"\" 10",+359897525456,"Vinica\"",Vinitsa,0,43.248120000000000000
830,1,10342235,Apartment Vazrozhdenska,"\"2 ulitsa \"\"Vazrozhdenska\"\" 2",+359 88 655 6575,"етаж 4\"",Veliko Tarnovo,0,43.079460000000000000
831,2,8371774,Apartment Veres Pálné III - Budapest,Budapest,"",Budapest,Hungary,47.491000000000000000,19.056100000000000000
832,2,8487604,Apartment Vienna - Messenhausergasse,"Messenhausergasse 9, Vienna","",Vienna,Austria,48.198690000000000000,16.395780000000000000
833,2,8135173,Apartment Vilamoura 5,Loule,"",Loule,Portugal,37.081681000000000000,-8.107384000000000000
834,2,8135171,Apartment Vilamoura 7,Loule,"",Loule,Portugal,37.081681000000000000,-8.107384000000000000
835,2,8661281,Apartment With A View,"Serbska 16d, Poznan",61-696,Poznan,Poland,52.428070000000000000,16.954220000000000000
836,3,10345875,Apartment in Sun Light,"\"Resort village \"\"Sun Light\"\" - quarter \"\"West\"\"",27.70826,"block \"\"A\"\"","apartment 9\"",0,0
837,2,7627383,Apartmenthaus,"Schützenstr. 37, Stuttgart",70190,Stuttgart,Germany,48.784384000000000000,9.193919000000000000
838,2,7492549,Apartmenthaus Sybille Hecke,"Danckelmannstr. 35, Berlin",14059,Berlin,Germany,52.511712000000000000,13.291504000000000000
839,2,10345650,Apartmenti Smokiniya,"\"12 ulitsa \"\"Smokinia\"\" етл 3",27.93819,ап 9,"ап 11\"",0,0
840,2,8570113,Apartmentos Playa Palmetto,"Cra 1 850 Bocagrande, Cartagena",13001,Cartagena,Colombia,10.413280000000000000,-75.519100000000000000
841,4,5506991,Apartmentos Playa Palmetto,Cra 1 850 Bocagrande,13001,Cartagena,Colombia,10.413278000000000000,-75.519095000000000000
842,2,7538373,Apartments 1680,"Oudezijds Achterburgwal 144, Amsterdam",1012 DV,Amsterdam,Netherlands,52.371812000000000000,4.897068000000000000
843,2,6620095,Apartments Antica 15,"Julija Klovica 58, Zadar",23000,Zadar,Croatia,44.138594000000000000,15.216656000000000000
844,2,8489787,Apartments Arrieta I,"Calle Los Morros 2 Arrieta, Haria","",Haria,Spain,29.133310000000000000,-13.458440000000000000
845,2,8571711,Apartments Bibic,"Julija Klovica 23, Zadar",23000,Zadar,Croatia,44.137698000000000000,15.217236000000000000
846,2,8571708,Apartments Buljubasic,"Put Pozara 11b Middle Dalmatia, Makarska",21300,Makarska,Croatia,43.304310000000000000,17.013543000000000000
847,2,10342337,Apartments Cats,"\"3 ulitsa \"\"Hristo Samsarov\"\" ap. 20",+359 88 655 7702,"entr. A\"",Varna,0,43.205830000000000000
848,3,3403231,Apartments Delić,Primorska Ulica 15/ 1 Floor,51414,Ika,Hr,45.306610000000000000,14.281480000000000000
849,2,8571710,Apartments Grguric,"Frana Laureana 59 Dubrovniksouth Dalmatia, Molunat",20210,Molunat,Croatia,42.579883000000000000,18.221056000000000000
850,2,8479990,Apartments Hackl,"S. Buzolic Tome 69, Split Islands",21450,Split Islands,Croatia,43.170070000000000000,16.443610000000000000
851,2,8485705,Apartments Hackl,"S. Buzolic Tome 69, Vis","",Vis,Croatia,43.170070000000000000,16.443610000000000000
852,2,8451050,Apartments In Venice,"Various Addresses, Venice",30100,Venice,Italy,45.433530000000000000,12.336120000000000000
853,2,8483790,Apartments In Venice,"Various Addresses, Venice","",Venice,Italy,45.433530000000000000,12.336120000000000000
854,2,7774989,Apartments Mak,"Obodska 5, Dubrovnik",20 000,Dubrovnik,Croatia,42.643829000000000000,18.112816000000000000
855,2,6611181,Apartments On Belorusskoy,"Bolshoy Kondratievskiy Pereulok 10, Moscow",123056,Moscow,Russia,55.773563000000000000,37.582094000000000000
856,2,7910366,Apartments On Elninskaya Street,"Elninskaya Street 8, Moscow","",Moscow,Russia,55.736135000000000000,37.428360000000000000
857,2,7623733,Apartments Petrović,"Ante Starčevića 64 A, Makarska",21300,Makarska,Croatia,43.300290000000000000,17.015011000000000000
858,1,11526245,Apartments Sweetest Thing,58 Splitska ulica,21300,Makarska,HR,43.306740000000000000,17.010920000000000000
859,2,7634778,Apartments Traube,"Kitzbüheler Straße 26, Kitzbuehel Alps",6365,Kitzbuehel Alps,Austria,47.447369000000000000,12.319324000000000000
860,1,34870403,Apartments With A Parking Space Mali Losinj (losinj) - 11344,Malin ulica 44,51550,Mali Losinj,Croatia,44.536850000000000000,14.467124000000000000
861,1,11049085,Apartments in Andalusia 2,"\"ulitsa \"\"Elenite\"\" Andalusia 2",+359 88 525 5199,"Бургас elenite\"",Elenite,0,42.702280000000000000
862,2,10786655,Apartmán Fialka,"\"Aguapark Bešeňová Apartmán Relax 2. poschodie, Apartmánový bytový dom \"\"Diamant\"\" s. č.174",+421910914112,"byt č. 63\"",Bešeňová,0,49.099650000000000000
863,1,9598465,Apartmán Stožec,"\"Stožec 7 Budova \"\"B\"\"",13.82219,Apartmán č. 7,"2 poschodí\"",0,0
864,3,10785404,Apartmány Linea Deluxe,17 Rekreačná,921 01,Piestany,Sk,48.568390000000000000,17.821100000000000000
865,2,8581715,Apbcn Sagrada Familia Chic,"Valencia 465, Barcelona",08013,Barcelona,Spain,41.403824000000000000,2.177872000000000000
866,2,8628882,Apollo,"Viareggio, Viareggio",55049,Viareggio,Italy,43.879681000000000000,10.236400000000000000
867,2,8570709,Apollonia Hotel,"Marmari, Kalymnos",85300,Kalymnos,Greece,36.873305000000000000,27.151233000000000000
868,2,8094930,Appart Ambiente,"Falsinsweg 42, Oetztal Alps",6533,Oetztal Alps,Austria,47.055515000000000000,10.632379000000000000
869,2,11361942,Appart Pizzo beach Club Resort,"\"177G, via del Biancospino,\"\"Pizzo beach club\"\"",38.79546,Localita Difesa S.S. 18 - 89812,Pizzo (VV),0,0
870,2,8465186,Appartamenti Grazia Dei,"Steinachstr. 41, Ortler Ski Arena",39022,Ortler Ski Arena,Italy,46.683470000000000000,11.118410000000000000
871,2,8572443,Appartamenti Mastro Giorgio 3000,"Via Mastro Giorgio Rome, Rome",00153,Rome,Italy,41.878998000000000000,12.476888000000000000
872,3,3546043,Appartamento Con Terrazzo,Contrada Torre Mare,75012,Metaponto,It,40.352310000000000000,16.819500000000000000
873,2,6956278,Appartamento Le Muse,"Contrada Torre Mare, Bernalda",75012,Bernalda,Italy,40.352313000000000000,16.819498000000000000
874,3,10602939,Appartamento Le Sirene,Largo Delle Ninfe 2,91100,Trapani,It,38.017700000000000000,12.499350000000000000
875,1,31690705,Appartement Belmonte,Bichlweg 5,6450,Solden,Austria,46.970933500000000000,11.004062300000000000
876,2,7632438,Appartement Belmonte,"Bichlweg 5, Oetztal Alps",6450,Oetztal Alps,Austria,46.970966000000000000,11.003973000000000000
877,3,10851688,Appartement Cocoon À Courseulles Sur Mer,Rue Du Val Pican,14470,Courseullessurmer,Fr,49.327960000000000000,-0.447270000000000000
878,2,8014184,Appartement Cours Mirabeau,"47 Cours Mirabeau, Aixenprovence",13100,Aixenprovence,France,43.527028000000000000,5.449948000000000000
879,1,40694506,Appartement Cours Mirabeau Crsmb,47 Cours Mirabeau,13100,Aix En Provence,France,43.527028430000000000,5.449948310000000000
880,2,7765782,Appartement Cristallo,"Windaustraße 6, Oetztal Alps",6450,Oetztal Alps,Austria,46.964558000000000000,11.010658000000000000
881,2,8582435,Appartement Dengg,"Waldfeldweg 647 Austrian Alps, Mayrhofen",6290,Mayrhofen,Austria,47.161593000000000000,11.858058000000000000
882,2,10027519,"Appartement Granville, 2 pièces, 2 personnes - FR-1-361-369","\"10 Rue du Port de Jaff Résidence Les Falaises d'Hacqueville Bât \"\"Le Doris\"\"",-1.58699,1er,"n°14\"",0,0
883,2,10132206,"Appartement Granville, 2 pièces, 4 personnes - FR-1-361-383","\"36 Rue Saint Gaud, Résidence \"\"Port Granville\"\" Bâtiment D",-1.59592,3éme étage,"apt n°10\"",0,0
884,2,8093969,Appartement Haus Drobollach,"Fasanenweg 14 A Und 14 B, Villach",9580,Villach,Austria,46.590850000000000000,13.916250000000000000
885,2,7739260,Appartement Lea,"Niederthai 132, Umhausen",6441,Umhausen,Austria,47.122359000000000000,10.967676000000000000
886,3,435548,Appartement Lea,Niederthai 132,6441,Niederthai,At,47.122360000000000000,10.967680000000000000
887,2,7738783,Appartement Leiter,"Niederthai 131, Umhausen",6441,Umhausen,Austria,47.123257000000000000,10.968583000000000000
888,2,7844893,Appartement Penthouse Velan,"Rue De Médran, Bagnes",1936,Bagnes,Switzerland,46.092358000000000000,7.234237000000000000
889,3,9202738,"Appartement Saint-Gilles-Croix-de-Vie, 2 pièces, 3 personnes - FR-1-428-95","\"Rési \"\" New Port\"\" - N-1 - Appt 1 42",+33559010107,"avenue Notre Dame\"",Saint-Gilles-Croix-de-Vie,0,46.692630000000000000
890,2,7824532,Appartement Sonnengarten,"Vorberg 572, Ramsau Am Dachstein",8972,Ramsau Am Dachstein,Austria,47.407808000000000000,13.632022000000000000
891,2,8334804,Appartement Susanne,"Schmieden 10, Neustift Im Stubaital",6167,Neustift Im Stubaital,Austria,47.116062000000000000,11.329397000000000000
892,3,984790,Appartement Susanne,Schmieden 10,6167,Neustift Im Stubaital,At,47.116060000000000000,11.329400000000000000
893,1,51792205,Appartement Vorstadtstub'n,Salzburgerstraße 92,8970,Schladming,Austria,47.391148110000000000,13.685341170000000000
894,3,10488933,Appartement lodge F3 85m2,31 LE Pavillon 39360 Molinges,"","","","",""
895,3,10521526,Appartement lumineux 6 places avec vue sur Marina,"\"Immeuble \"\"le Jean Bart\"\"",+330668032822,"3eme étage 1060 Avenue de la Marine Royale\"",Mandelieu La Napoule,0,43.537760000000000000
896,2,7440808,Appartementhaus Obertrave,"An Der Obertrave 11, Luebeck",23552,Luebeck,Germany,53.865419000000000000,10.681283000000000000
897,2,7774298,Appartementhaus Sonnenhof,"Hoch Imst 22, Lechtal Alps",6460,Lechtal Alps,Austria,47.243408000000000000,10.723943000000000000
898,2,8108593,Appartementhaus Specht,"Sintenbichl 5, Reutte",6600,Reutte,Austria,47.480784000000000000,10.729377000000000000
899,2,7818301,Appartements Alte Schule,"Hochscheiderstr. 4 8, Horbruch",55483,Horbruch,Germany,49.888748000000000000,7.237720000000000000
900,2,8328548,Appartements Am See,"Uferweg 60, Steindorf Am Ossiacher See",9552,Steindorf Am Ossiacher See,Austria,46.694991000000000000,13.997784000000000000
901,2,6770208,Appartements Du Suquet,"94 Rue Meynadier, Cannes",06400,Cannes,France,43.551300000000000000,7.011380000000000000
902,2,8598176,Appartment Klein,"Paumgartnerstr. 1, Weststadt",90429,Weststadt,Germany,49.452490000000000000,11.049430000000000000
903,2,8032368,Appartment Pillerhof,"Gurglerstr. 46, Oetztal Alps",6456,Oetztal Alps,Austria,46.900436000000000000,11.039825000000000000
904,3,1514320,Appartments Anton Wallner,"Anton Wallner Strasse, 9",5700,Zell Am See,At,47.324253000000000000,12.797855000000000000
905,4,8908685,Apple Barn,Adj to Croft Head,"","","","",""
906,3,9400240,Apple Barn Cottage,Pedlars Patch,"","","","",""
907,1,10004984,Apple Lodge,Wester Seafield House,"","","","",""
908,2,9727814,Apple Loft,7 Nordham,"","","","",""
909,3,8735293,Apple Tree Cottage,Olde House Farm,"","","","",""
910,2,10308831,Apple Tree Lodge,Bockenfield Country Park,"","","","",""
911,4,7203648,Applebarn - UK10654,East Street Farm,"","","","",""
912,2,9692403,April Cottage,Church Street,"","","","",""
913,3,10147815,Apt 2 Orchardcroft House,53 Victoria Avenue,PO37 6LT,Shanklin,Gb,50.627310000000000000,-1.188130000000000000
914,2,10345392,Apt ECE BANSKO near to Ski Lift,"\"ul. \"\"Strazhite\"\" 10",23.48107,2770 кв. Грамадето,"Bulgaristan 2 etaj apt 309\"",0,0
915,3,11504049,Apto 2Q VISTA MAR 16andar Porto Iracema 1suite 200 metros praia Meireles lindo,630 Avenida Historiador Raimundo Girão,60165-050,Fortaleza,BR,"",""
916,4,74983083,Aqua 404,15625 Front Beach Rd,32413,Panama City Beach,United States,30.212413000000000000,-85.871237000000000000
917,2,6807407,Aqua 405,"Front Beach Road, Panama City Beach",32408,Panama City Beach,United States Of America,30.212150000000000000,-85.870500000000000000
918,2,7976685,Aqua On Kepler,"181 Kepler Street Vc Au, Warrnambool",3280,Warrnambool,Australia,-38.378810000000000000,142.484100000000000000
919,2,8460132,Aquafalls Nature Hotel,"Avenida De São Miguel 1677, Canicada",4850503,Canicada,Portugal,41.649150000000000000,-8.204740000000000000
920,2,7597242,Aquafalls Spa Hotel Rural Vieira Do,"Avenida De Sao Miguel 1677 Canicada, Canicada",4850 503,Canicada,Portugal,41.647847000000000000,-8.205859000000000000
921,2,8483838,Aquamarine Guest House Guest House,"8 St Andrews Road, Paignton",TQ4 6HA,Paignton,United Kingdom,50.430620000000000000,-3.562770000000000000
922,3,5695898,Aquarelle Apartment On Stremyannaya,"Stremaynnaya 5, Apt 10",191025,Saint Petersburg,Ru,59.931134000000000000,30.349961000000000000
923,2,7671855,Aquarena Vichayito,"Km 1151 Panamericana Norte, Mancora",51,Mancora,Peru,-4.146450000000000000,-81.109890000000000000
924,2,8339830,Aquario Mundial Hotel Pousada,"Rodovia Presidente Dutra Km 178 14946, Nova Iguacu",26015 385,Nova Iguacu,Brazil,-22.749152000000000000,-43.441363000000000000
925,2,7903868,Aquarium Hotel,"Jl. Pantai Barat No.87, Pangandaran","",Pangandaran,Indonesia,-7.698060000000000000,108.655820000000000000
926,2,7600544,Aquarius Guesthouse,"Pieter Van Reysschootlaan 8, Ghent",9051,Ghent,Belgium,51.018429000000000000,3.685607000000000000
927,3,10219846,Ar Deireadh,Ar Deireadh,"","","","",""
928,2,8742438,Arabian Court At One & Only Royal Mirage,"Al Sufouh Road, Dubai",P O Box 37252,Dubai,United Arab Emirates,25.097397000000000000,55.153134000000000000
929,2,9727446,Aran - UK30412,Under Hill Farm,"","","","",""
930,2,8613784,Aran House B&b,"Woodcockdale Farm Lanark Road, Linlithgow",EH49 6QE,Linlithgow,United Kingdom,55.956900000000000000,-3.651300000000000000
931,3,7529499,Aran House B&b,"Woodcockdale Farm, Lanark Road",Eh49 6qe,Linlithgow,Gb,55.956901550292970000,-3.651299953460693400
932,2,7773163,Aranya,"128 Hang Bong Street, Hoan Kiem District ,hanoi, Hanoi",10000,Hanoi,Vietnam,21.029501000000000000,105.845470000000000000
933,2,8595761,Aranykereszt,"Eszperantó Tér ,2, Murony",5700,Murony,Hungary,46.644010000000000000,21.273510000000000000
934,2,7576596,Arc En Ciel,"18 Rue De La Tour, Strasbourg",67200,Strasbourg,France,48.578450000000000000,7.717720000000000000
935,1,8376685,Arc House,1A Rodger Street,"","","","",""
936,2,7627654,Arcadia Palace Apartment,"Al Shohada District Suraqat Ibn Amr Street ,riyadh 11564, Riyadh",11564,Riyadh,Saudi Arabia,24.786310000000000000,46.745230000000000000
937,2,8530240,Arcadia Palace Apartment,"Al Shohada District Suraqat Ibn Amr Street, Riyadh","",Riyadh,Saudi Arabia,24.786260000000000000,46.745330000000000000
938,2,8679915,Arcantis Azur Hotel,"4 Avenue Du Marechal Juin, Mandelieulanapoule",06210,Mandelieulanapoule,France,43.535091000000000000,6.934701000000000000
939,2,8679326,Arch Riverside Hostel,"Charoenprathet Road, Chiang Mai",50100,Chiang Mai,Thailand,18.766070000000000000,99.002620000000000000
940,2,7479814,Arcomar Apartamentos,"Carrer Calo 77, Cala De Bou",07830,Cala De Bou,Spain,38.970579000000000000,1.282596000000000000
941,4,9744952,Ard Cuan,11 Torbeg Holiday Lodges,"","","","",""
942,4,8395885,Ardea - UK12695,Simpsons Boatyard,"","","","",""
943,4,6905414,Ardlui Church,Ardlui Church,"","","","",""
944,3,9817857,Ardross,The Ross,"","","","",""
945,2,11029243,Ardvar,55 High Street North,"","","","",""
946,1,8927730,Ardville,Skinnet,"","","","",""
947,2,7538659,Are Continental Inn,"Regnbagen 1, Are",83013,Are,Sweden,63.368245000000000000,13.168820000000000000
948,1,6988604,Arforwest,Arfor West,"","","","",""
949,2,8609988,Arfryn,Arfryn,"","","","",""
950,2,8448072,Argento,"Localita Ficonacce, San Casciano Dei Bagni",53040,San Casciano Dei Bagni,Italy,42.892650000000000000,11.926350000000000000
951,2,7681702,Ariadna Apart Hotel,"Berliner Allee 142, Berlin",13088,Berlin,Germany,52.551170000000000000,13.464150000000000000
952,2,8571666,Ariana's Apartment,"Vukovo 65 Traslados, Zaton",20235,Zaton,Croatia,42.698062000000000000,18.041889000000000000
953,3,4084124,Arianella B&b Penedes,Avenida Can Coral S/n,08737,Torrellas De Foix,Es,41.400360000000000000,1.576190000000000000
954,2,7658792,Arietta Hotel Osaka,"326 Azuchimachi Chuoku, Osaka",541-0052,Osaka,Japan,34.684390000000000000,135.502920000000000000
955,2,8720248,Arinas Hotel,"Jalan Raden Intan No.35 Tj. Karang Engal, Bandar Lampung",35111,Bandar Lampung,Indonesia,-5.413026000000000000,105.258949000000000000
956,2,7825267,Aristarchos Guesthouse,"Vas. Konstantinou & Ioannou Metaxa, Kalavrita",25001,Kalavrita,Greece,38.029060000000000000,22.112347000000000000
957,2,8603983,Ark Blue Bell,"1560 Wick Lane, Blue Bell",19422,Blue Bell,United States Of America,40.152000000000000000,-75.300800000000000000
958,1,9354389,Arlecdon Park,13 Arlecdon Parks Road,"","","","",""
959,2,8499933,Arlekin Tango,"Gr 700 07 Stalis Beach Road, Chersonissos",70007,Chersonissos,Greece,35.288971000000000000,25.455151000000000000
960,2,7753729,Armada Palace 2,"Ash Shuhada District, Muhammad Ali Junah Road, Riyadh",99999*,Riyadh,Saudi Arabia,24.781980000000000000,46.734770000000000000
961,2,8644856,Armenia Hotel,"20th February Street Building 4, Stepanakert",AZ3750,Stepanakert,Azerbaijan,39.818330000000000000,46.749410000000000000
962,2,8693699,Armi House,"Pollonia, Milos",84800,Milos,Greece,36.767654000000000000,24.524847000000000000
963,4,8372295,Arosfa,Arosfa,"","","","",""
964,3,10554536,Arsinoe,Μεγαλοχώρι Μεθάνων,18030,Méthana,Gr,37.591380000000000000,23.355360000000000000
965,2,8167152,Art Up City Hotel,"Ulitsa Zashitnikov Kavkaza, 120/17, Krasnaya Polyana",354392,Krasnaya Polyana,Russia,43.682155000000000000,40.217692000000000000
966,4,10343021,Art31,"\"\"\"Petar Parchevich\"\" str 31 fl. 1",+359 89 862 3009,"ap. 6\"",Sofia,0,42.691120000000000000
967,2,8045320,Art7 The Apartment,"Avenida Sancho El Sabio, 28, San Sebastian",20010,San Sebastian,Spain,43.308150000000000000,-1.979770000000000000
968,2,7467038,Artel,"Teatralny Proezd 3 3 Moscow Russia, Moscow",127051,Moscow,Russia,55.760096000000000000,37.622783000000000000
969,2,7478126,Artemare Vacanze,"Riviera Dioniso Il Grande 82, Syracuse",96100,Syracuse,Italy,37.072810000000000000,15.294080000000000000
970,2,9718800,Arthur's Cottage,14 Church Street,"","","","",""
971,2,7739729,Artificial Hostel,"Vaci Utca 44, Budapest",1056,Budapest,Hungary,47.490953000000000000,19.054772000000000000
972,4,11312449,Artistic 2BD apartment in a peaceful neighbourhood in Sofia,"\"ul. \"\"Modest Musorgski\"\" 7",23.34278,ет. 3,"ап. 6\"",0,0
973,2,7832716,Artur Aparta Suite Chipichape,"Av 6 Norte  38 Norte 60, Cali",1,Cali,Colombia,3.477718000000000000,-76.525891000000000000
974,2,7753006,Aruchat Hotel,"Solnechnaya Dolina Hotel District, Dombay",369241,Dombay,Russia,43.291252000000000000,41.624470000000000000
975,2,8099489,Arya Byron Bay,"78 Lawson Street, Byron Bay",2481,Byron Bay,Australia,-28.643750000000000000,153.622570000000000000
976,3,7208678,Ash Barn - Fernhill Farm,Fernhill Farm,"","","","",""
977,2,8367894,Ashaad Al Yarmouk Hotel Apartments,"Dammam Road Al Yarmouk District 11411 Riyadh Saudi Arabia, Riyadh",11411,Riyadh,Saudi Arabia,24.810847000000000000,46.766893000000000000
978,2,8453883,Ashaad Al Yarmouk Hotel Apartments,"Dammam Road , Al Yarmouk District, Riyadh",11411,Riyadh,Saudi Arabia,24.810847000000000000,46.766893000000000000
979,2,7681610,Ashaad King Faisal Apartment,"Prince Saud Ibn Abdul Aziz Al Saud Al Kabir, Riyadh",11564,Riyadh,Saudi Arabia,24.771100000000000000,46.776757000000000000
980,2,8460862,Ashaad King Faisal Apartment,"Riyadah ,king Fasil Area. Prince Saoud Street, Riyadh",11564,Riyadh,Saudi Arabia,24.771100000000000000,46.776757000000000000
981,2,7787878,Ashburn Inn Of Cordele,"1602 E 16th Ave, Arabi",GA 31015,Arabi,United States Of America,31.960740000000000000,-83.757860000000000000
982,3,10018625,Ashgrove Farm - 1 Bedroom Apartment - Llawhaden - Narberth,Ashgrove Farm,"","","","",""
983,2,7353484,Ashleigh House Hotel Guest House,"81 Road Lake Sandown, Sandown",PO36 9LE,Sandown,United Kingdom,50.645897000000000000,-1.168687000000000000
984,4,9351933,Ashley Cottage,49 High Street,"","","","",""
985,2,7780899,Ashoka Klaasic,"3326&27, Kachiguda X Road,, Opp Vyshya Hostel, Hyderabad, In, Hyderabad",500027,Hyderabad,India,17.390880000000000000,78.489420000000000000
986,2,8339883,Asia Backpackers Koh Chang,"358/1401 Moo 1, Bang Bao, Ko Chang",20130,Ko Chang,Thailand,11.974190000000000000,102.310960000000000000
987,2,8441068,Asia Pacific Building Hotel,"No.8 Yabao Lu Chaoyang District, Beijing",100020,Beijing,China,39.914220000000000000,116.429110000000000000
988,2,8530223,Asif Guest House,"Brein Pahloo Near Sunrise School, Srinagar",190001,Srinagar,India,34.083560000000000000,74.797570000000000000
989,2,7935331,Asif Guesthouse,"Brain Pahloo, Srinagar, Srinagar",190001,Srinagar,India,34.106435000000000000,74.878982000000000000
990,4,10966037,Ask Hill - UK36199,Midgham Farm,"","","","",""
991,2,7598442,Askanischer Hof,"Kurfürstendamm 53, Berlin",10707,Berlin,Germany,52.501309000000000000,13.315849000000000000
992,3,10218320,Asri Sari Ubud Resort & Villa,"Jl. Raya Lodtunduh, Br. Lodsema, Ubud",80571,Bali,ID,-8.575139000000000000,0
993,2,9351904,Assynt Chalet - UK30806,Baddidarroch,"","","","",""
994,2,8015641,Aston Apartments,"40 Powell Street ,melbourne, Toorak Road",3754,Toorak Road,Australia,-37.840160000000000000,144.989590000000000000
995,2,7375140,Aston Hostel,"Długa 41, Krakow",31-147,Krakow,Poland,50.070123000000000000,19.937168000000000000
996,2,7346609,Astons Apartments,"31 Rosary Gardens, London",SW7 4NH,London,United Kingdom,51.491878000000000000,-0.182768000000000000
997,2,8598938,Astonwood Hotel,"16 Chapel Street, Clwyd",LL30 2SY,Clwyd,United Kingdom,53.324330000000000000,-3.832890000000000000
998,2,8648692,Astor,"1422 Elliott Street, The Hoe, Plymouth, Devon Pl1 2ps, Plymouth",PL12PS,Plymouth,United Kingdom,50.365632000000000000,-4.145819000000000000
999,2,7401182,Astoria Hotel,"132, Junggu, Namhakdong, Seoul",100260,Seoul,South Korea,37.560770000000000000,126.991100000000000000
1000,2,8476049,Astoria Inn,"2001 South Us Highway 35, Plymouth",46534,Plymouth,United States Of America,41.278500000000000000,-86.620650000000000000
1001,2,8485615,Astra,"Via XXV Aprile 1, Sirmione",25019,Sirmione,Italy,45.486230000000000000,10.609460000000000000
1002,2,8736150,Astra Krasova I,"Krasova 22, Prague",13000,Prague,Czech Republic,50.084130000000000000,14.446790000000000000
1003,2,8736149,Astra Krasova II,"Krasova 22, Prague",13000,Prague,Czech Republic,50.084140000000000000,14.446820000000000000
1004,2,8049620,Astrikas Villas,"Ástrikas, Platanias",73006,Platanias,Greece,35.476250000000000000,23.749833000000000000
1005,2,8105055,Aswin Inn Panakkukang,"Boulevard Street, Block F No.23 Topaz, Makassar",90221,Makassar,Indonesia,-5.155400000000000000,119.440030000000000000
1006,2,7730179,Atali Ganga Cottages,"Atali Dogi, Rishikeshbadrinath Road, Tehri Garhwal, Rishikesh",249192,Rishikesh,India,30.128020000000000000,78.322230000000000000
1007,2,8560342,Atali Village,"Bali, Mylopotamos",740 57,Mylopotamos,Greece,35.406166000000000000,24.782244000000000000
1008,1,8295761,Atana Stay Salalah,Salalah,991,"Salalah,Middle East",OM,"",""
1009,2,7473961,Athena Palace Hotel,"Via Del Mare 2, Acquappesa",87020,Acquappesa,Italy,39.477650000000000000,15.962890000000000000
1010,2,8596706,Athithi Inn,"Dharam Karan Road,ameerpet,lal Bungalow Street,secunderabad Road., Hyderabad",500016,Hyderabad,India,17.435190000000000000,78.450420000000000000
1011,2,8609924,Atholl Court,"1 Atherley Road, Shanklin",PO37 7AT,Shanklin,United Kingdom,50.633460000000000000,-1.178710000000000000
1012,2,9972788,Atlantic Seaboard - Air Agents,Atlantic Seaboard,"","","","",""
1013,1,11315989,Atlantis In,"\"\"\"Struma\"\" str. 21","",",Ravda,BG,42.64135,27.6793,+359876365333,8238,Apartments","","",""
1014,2,8561367,Attaleia Holiday Village,"Tasliburun Mevkiiserik Antalya Turkey, Belek",07500,Belek,Turkey,36.856982000000000000,31.026291000000000000
1015,2,8577835,Auberge Blanche Fuji,"394 5 Subashiri Oyama Cho Sunto Gun, Mishima",410 1431,Mishima,Japan,35.351647000000000000,138.875714000000000000
1016,2,6822121,Auberge De Jeunesse Jas De Bouffan,"3 Av Marcel Pagnol Imp De L'eolienne, Aixenprovence",13090,Aixenprovence,France,43.522003000000000000,5.425330000000000000
1017,2,7503387,Auberge De La Comtesse,"4 Place De La Republique, Turckheim",68230,Turckheim,France,48.086137000000000000,7.278138000000000000
1018,2,8094536,Auberge Des Pins Rouges,"8021 Rang Des Pins Rouges, Saintalexisdesmonts",J0K 1V0,Saintalexisdesmonts,Canada,46.600039000000000000,-73.186648000000000000
1019,2,7375886,Auberge Du Chalet A Gobet,"300 Route De Berne, Lausanne",1000,Lausanne,Switzerland,46.564800000000000000,6.692300000000000000
1020,2,7842421,Auberge Du Pont De Lanau,"Rd 921, Neuveglise",15260,Neuveglise,France,44.891100000000000000,2.996550000000000000
1021,2,7396174,Auberge Le Voutenay,"8 Rd 606, Voutenaysurcure",89270,Voutenaysurcure,France,47.563061000000000000,3.782320000000000000
1022,2,7860692,Auberge Ouahsous,"Telouet Passage Ait Ben Haddou, Ait Benhaddou",40000,Ait Benhaddou,Morocco,31.243480000000000000,-7.184372000000000000
